file,type,offset,pointer_value,confidence,context_before,context_after
romfs/fight/send_comment.rtz,memory_address,0x6B14,0x003A1853,0.30,00550a01530c00000000,51760002160153183a00
romfs/fight/send_comment.rtz,memory_address,0x6B18,0x02007651,0.30,530c0000000053183a00,160153183a00517b0001
romfs/fight/send_comment.rtz,memory_address,0x6B24,0x00160100,0.40,0002160153183a00517b,0c000000003b5f2a000a
romfs/fight/send_comment.rtz,memory_address,0x6B30,0x02010A00,0.40,16000c000000003b5f2a,183a0051770001500400
romfs/fight/send_comment.rtz,memory_address,0x6B44,0x03500100,0.40,01500400004c5f180016,00010a0002183a005177
romfs/fight/send_comment.rtz,memory_address,0x6B88,0x00595100,0.30,00183900531600531838,0262f50b9e3401f50b9e
romfs/fight/send_comment.rtz,memory_address,0x6BA8,0x00695100,0.30,07375f10001600531837,015d1100183900531600
romfs/fight/send_comment.rtz,memory_address,0x6C10,0x00372203,0.30,003c5318360053596000,550d72adbb8918000053
romfs/fight/send_comment.rtz,memory_address,0x6C20,0x006B5100,0.40,72adbb89180000531837,02572800183700160118
romfs/fight/send_comment.rtz,memory_address,0x6C24,0x00285702,0.30,18000053183700516b00,1837001601183600530a
romfs/fight/send_comment.rtz,memory_address,0x6C6C,0x00371800,0.30,59750004223c00555728,1601183600530a065359
romfs/fight/send_comment.rtz,memory_address,0x6C74,0x060A5300,0.30,57280018370016011836,5359750004223d005557
romfs/fight/send_comment.rtz,memory_address,0x6CF4,0x00160012,0.30,0051760002160007375f,18370018000053160451
romfs/fight/send_comment.rtz,memory_address,0x6D00,0x00865104,0.30,16001837001800005316,0316030a014a3b5f4700
romfs/fight/send_comment.rtz,memory_address,0x6D0C,0x04160047,0.30,86000316030a014a3b5f,51870000223800551838
romfs/fight/send_comment.rtz,memory_address,0x6D18,0x07003818,0.30,16045187000022380055,375f3500160451880000
romfs/fight/send_comment.rtz,memory_address,0x6D1C,0x00355F37,0.30,00002238005518380007,16045188000029390055
romfs/fight/send_comment.rtz,memory_address,0x6D30,0x00341800,0.30,29390055183900531837,0a010218380051530004
romfs/fight/send_comment.rtz,memory_address,0x6D40,0x03165300,0.40,02183800515300041839,530c0000000053183800
romfs/fight/send_comment.rtz,memory_address,0x6D74,0x00591800,0.30,00015518590007375f08,4f001963a9ed4c2c01a9
romfs/fight/send_comment.rtz,memory_address,0x6D94,0x01165300,0.30,00120917100012091711,5352c2000463fc996a7a
romfs/fight/send_comment.rtz,memory_address,0x6DB8,0x00565100,0.30,530a014a531600531838,036273fc96dc0173fc96
romfs/fight/send_comment.rtz,memory_address,0x6DEC,0x00511814,0.30,c05b0193f6c05b000001,07375f0e001918010053
romfs/fight/send_comment.rtz,memory_address,0x6DF4,0x01181900,0.30,00011418510007375f0e,00531851004f02556245
romfs/fight/send_comment.rtz,memory_address,0x6E10,0x00285F00,0.40,45e3dd0d0000012f180b,180c005f07000a010263
romfs/fight/send_comment.rtz,memory_address,0x6E18,0x010A0007,0.30,180b005f2800180c005f,02630a03530c00000000
romfs/fight/send_comment.rtz,memory_address,0x6E1C,0x030A6302,0.30,2800180c005f07000a01,530c0000000053183b00
romfs/fight/send_comment.rtz,memory_address,0x6E2C,0x010A0200,0.40,0000000053183b005176,02290c00550a0102630a
romfs/fight/send_comment.rtz,memory_address,0x6E78,0x020A5502,0.30,1600180100531852004f,530c0000000053183b00
romfs/fight/send_comment.rtz,memory_address,0x6EC0,0x007E5053,0.30,53184a00531209171800,03550a0002630c000000
romfs/fight/send_comment.rtz,memory_address,0x6F18,0x003D1853,0.30,02630a06530c00000000,517600021842000a003b
romfs/fight/send_comment.rtz,memory_address,0x6F1C,0x02007651,0.30,530c0000000053183d00,1842000a003b5f0b0018
romfs/fight/send_comment.rtz,memory_address,0x6F28,0x00411800,0.30,00021842000a003b5f0b,5352c500010a0c530c00
romfs/fight/send_comment.rtz,memory_address,0x6F2C,0x00C55253,0.30,000a003b5f0b00184100,010a0c530c0000000053
romfs/fight/send_comment.rtz,memory_address,0x6F3C,0x00765100,0.40,0c530c00000000531840,020a0002184000517700
romfs/fight/send_comment.rtz,memory_address,0x6F40,0x02000A02,0.30,00000053184000517600,18400051770001185500
romfs/fight/send_comment.rtz,memory_address,0x6F88,0x0100003F,0.30,0263611c9f3f01611c9f,630c0000000029430055
romfs/fight/send_comment.rtz,memory_address,0x6FAC,0x060A5500,0.40,03000a014a255506224b,530c0000000053183d00
romfs/fight/send_comment.rtz,memory_address,0x6FD0,0x00411800,0.30,00011842000a003b5f0b,5352c500011858000737
romfs/fight/send_comment.rtz,memory_address,0x6FE0,0x01181900,0.30,c5000118580007375f0e,00531858004f02550a01
romfs/fight/send_comment.rtz,memory_address,0x6FF8,0x01020004,0.30,0263047ce30401047ce3,560c0000000029430055
romfs/fight/send_comment.rtz,memory_address,0x701C,0x060A5500,0.40,03000a014a255506224b,530c0000000053183d00
romfs/fight/send_comment.rtz,memory_address,0x7080,0x05165505,0.30,061832004d5185000020,07375f5c005b02160216
romfs/fight/send_comment.rtz,memory_address,0x7094,0x06165506,0.30,02160216055167000120,510700000a0444280700
romfs/fight/send_comment.rtz,memory_address,0x70CC,0x02010A00,0.30,00551609183200365f0e,280400555c5d0b005c16
romfs/fight/send_comment.rtz,memory_address,0x70FC,0x004A1800,0.30,00345fc8011807005f23,0a014a3b5f15000a0053
romfs/fight/send_comment.rtz,memory_address,0x7118,0x02010A55,0.30,120917180053507e0003,63184300503800002a55
romfs/fight/send_comment.rtz,memory_address,0x711C,0x00431863,0.30,0053507e0003550a0102,503800002a5518570007
romfs/fight/send_comment.rtz,memory_address,0x712C,0x0016000E,0.30,00002a5518570007375f,1601531857004f025518
romfs/fight/send_comment.rtz,memory_address,0x7140,0x00505700,0.30,4f0255184b0007365f13,1959ac000150aa000122
romfs/fight/send_comment.rtz,memory_address,0x7150,0x00451855,0.30,ac000150aa0001224b00,07375fac00500400000a
romfs/fight/send_comment.rtz,memory_address,0x7164,0x001C5701,0.30,0400000a00365fa2005b,18450018470053184600
romfs/fight/send_comment.rtz,memory_address,0x7198,0x00371800,0.40,04183700516e00025d10,51650000160451660001
romfs/fight/send_comment.rtz,memory_address,0x71E4,0x04160200,0.40,0c00000000531604516c,516200001604516d0000
romfs/fight/send_comment.rtz,memory_address,0x71F4,0x0250000A,0.30,00001604516d00004c5f,00005df2ff0a0002635c
romfs/fight/send_comment.rtz,memory_address,0x71FC,0x02000AFF,0.30,4c5f0a00500200005df2,635c1831005f08005291
romfs/fight/send_comment.rtz,memory_address,0x720C,0x004F1855,0.30,1831005f080052910000,4c5f07000a0102631855
romfs/fight/send_comment.rtz,memory_address,0x7218,0x07005518,0.30,4f004c5f07000a010263,375f2a000a07530c0000
romfs/fight/send_comment.rtz,memory_address,0x721C,0x002A5F37,0.30,07000a01026318550007,0a07530c000000005318
romfs/fight/send_comment.rtz,memory_address,0x7228,0x003D1853,0.30,2a000a07530c00000000,517600020a0003184000
romfs/fight/send_comment.rtz,memory_address,0x722C,0x02007651,0.30,530c0000000053183d00,0a0003184000517b0001
romfs/fight/send_comment.rtz,memory_address,0x7238,0x010A0100,0.30,00020a0003184000517b,02184000517700015d75
romfs/fight/send_comment.rtz,memory_address,0x725C,0x02010A00,0.30,01531853004f024c5f07,631831005f1d000a0c53
romfs/fight/send_comment.rtz,memory_address,0x7260,0x00311863,0.30,004f024c5f07000a0102,5f1d000a0c530c000000
romfs/fight/send_comment.rtz,memory_address,0x727C,0x00775100,0.30,00517600020a00021840,011842000a003b5f0f00
romfs/fight/send_comment.rtz,memory_address,0x728C,0x00421800,0.30,42000a003b5f0f001841,415352c500010a07530c
romfs/fight/send_comment.rtz,memory_address,0x7294,0x070A0100,0.40,184100184200415352c5,530c0000000053183d00
romfs/fight/send_comment.rtz,memory_address,0x7318,0x00305053,0.30,01006046000900000200,015f1e000a0353090000
romfs/fight/send_comment.rtz,memory_address,0x731C,0x001E5F01,0.30,00090000020053503000,0a035309000002005312
romfs/fight/send_comment.rtz,memory_address,0x73A4,0x002D564D,0.30,375f31005b0312050a00,20025516025174000020
romfs/fight/send_comment.rtz,memory_address,0x73AC,0x00745102,0.30,0a004d562d0020025516,00200355160351710000
romfs/fight/send_comment.rtz,memory_address,0x73B8,0x04280000,0.50,74000020035516035171,00551604180000365f07
romfs/fight/send_comment.rtz,memory_address,0x73BC,0x04165500,0.40,03551603517100002804,180000365f07000a0102
romfs/fight/send_comment.rtz,memory_address,0x73D8,0x02165502,0.30,16001837005167000120,510700000a0444280300
romfs/fight/send_comment.rtz,memory_address,0x7410,0x02010A00,0.40,00551605180000365f0e,280100555c5d0b005c16
romfs/fight/send_comment.rtz,memory_address,0x7428,0x00665F4C,0.30,0446555dceff5c5c1601,5b03180d005185000020
romfs/fight/send_comment.rtz,memory_address,0x7430,0x00855100,0.30,16014c5f66005b03180d,00200255160016025167
romfs/fight/send_comment.rtz,memory_address,0x7438,0x02160016,0.30,180d0051850000200255,51670001200355160351
romfs/fight/send_comment.rtz,memory_address,0x743C,0x01006751,0.30,85000020025516001602,2003551603510700000a
romfs/fight/send_comment.rtz,memory_address,0x7478,0x010A000E,0.30,0600551606180000365f,02280100555c5d0b005c
romfs/fight/send_comment.rtz,memory_address,0x7484,0x05165C00,0.30,0a0102280100555c5d0b,46555dceff5c5c160163
romfs/fight/send_comment.rtz,memory_address,0x74C8,0x01181900,0.30,184e003d0a0037355f11,005352c90002550a0102
romfs/fight/send_comment.rtz,memory_address,0x74E0,0x01163604,0.30,63180c005f9f0016000a,09008000003d0a003735
romfs/fight/send_comment.rtz,memory_address,0x74F0,0x01181900,0.40,8000003d0a0037355f14,005352c90002550a0102
romfs/fight/send_comment.rtz,memory_address,0x7558,0x030A5300,0.30,003d0a0037355f25000a,53120917180053507e00
romfs/fight/send_comment.rtz,memory_address,0x756C,0x01008C51,0.30,53507e00035519180d00,51910000550a01026318
romfs/fight/send_comment.rtz,memory_address,0x7574,0x02010A55,0.30,0d00518c000151910000,631843000c000000003b
romfs/fight/send_comment.rtz,memory_address,0x7578,0x00431863,0.30,000151910000550a0102,0c000000003b5f1a0018
romfs/fight/send_comment.rtz,memory_address,0x7584,0x00501800,0.40,43000c000000003b5f1a,07375f12001600531601
romfs/fight/send_comment.rtz,memory_address,0x7594,0x00501802,0.30,5f120016005316015316,51b100031843000c0000
romfs/fight/send_comment.rtz,memory_address,0x7598,0x0300B151,0.30,00531601531602185000,1843000c000000003b16
romfs/fight/send_comment.rtz,memory_address,0x75AC,0x00163536,0.30,00003b16010900000200,0a0136355f1c00160252
romfs/fight/send_comment.rtz,memory_address,0x75B8,0x00CE5202,0.30,16000a0136355f1c0016,014c5f0b0052ca000063
romfs/fight/send_comment.rtz,memory_address,0x75C0,0x00CA5200,0.30,00160252ce00014c5f0b,00635d0a001602529500
romfs/fight/send_comment.rtz,memory_address,0x75E0,0x00163536,0.30,00003b16010900000200,0a0236355f0b0052ca00
romfs/fight/send_comment.rtz,memory_address,0x761C,0x024F0057,0.30,375f0e00191801005318,551844000c000000003b
romfs/fight/send_comment.rtz,memory_address,0x7620,0x00441855,0.30,19180100531857004f02,0c000000003b5f1d0018
romfs/fight/send_comment.rtz,memory_address,0x762C,0x00431800,0.40,44000c000000003b5f1d,503800002a5518430018
romfs/fight/send_comment.rtz,memory_address,0x7638,0x00441800,0.40,4300503800002a551843,3b5f0a00160252960001
romfs/fight/send_comment.rtz,memory_address,0x764C,0x01160133,0.30,52960001550a0002635d,09000002003616000a00
romfs/fight/send_comment.rtz,memory_address,0x7654,0x00163600,0.40,635d3301160109000002,0a0036355f2201120507
romfs/fight/send_comment.rtz,memory_address,0x766C,0x002D564D,0.30,375f5d005b0312050a00,20035516035174000020
romfs/fight/send_comment.rtz,memory_address,0x7674,0x00745103,0.30,0a004d562d0020035516,00200455160451710000
romfs/fight/send_comment.rtz,memory_address,0x7680,0x05280000,0.50,74000020045516045171,00551605180000365f33
romfs/fight/send_comment.rtz,memory_address,0x7684,0x05165500,0.40,04551604517100002805,180000365f3300160216
romfs/fight/send_comment.rtz,memory_address,0x7698,0x05160612,0.30,00160216045170000053,4d519400025f1e001850
romfs/fight/send_comment.rtz,memory_address,0x769C,0x0094514D,0.30,04517000005312061605,025f1e0018500007375f
romfs/fight/send_comment.rtz,memory_address,0x76CC,0x03165503,0.30,16021837005167000120,510700000a0444280400
romfs/fight/send_comment.rtz,memory_address,0x7734,0x01165300,0.30,0018500007375f120016,53160218500051b10003
romfs/fight/send_comment.rtz,memory_address,0x7740,0x015B0300,0.30,160153160218500051b1,180d0056510020075516
romfs/fight/send_comment.rtz,memory_address,0x7790,0x009D5200,0.30,013986cfb9000101e916,010a0102293400550c00
romfs/fight/send_comment.rtz,memory_address,0x7794,0x02010A01,0.30,b9000101e91600529d00,293400550c0000000029
romfs/fight/send_comment.rtz,memory_address,0x77A0,0x00362900,0.40,0102293400550c000000,550c0000000029420055
romfs/fight/send_comment.rtz,memory_address,0x77CC,0x03001B59,0.30,000000530c0000000053,223d00555716000c0000
romfs/fight/send_comment.rtz,memory_address,0x77E8,0x001B5953,0.30,00000000530c00000000,03223e00555716000c00
romfs/fight/send_comment.rtz,memory_address,0x77EC,0x003E2203,0.30,530c0000000053591b00,555716000c0000000053
romfs/fight/send_comment.rtz,memory_address,0x77F0,0x00165755,0.30,000053591b0003223e00,0c00000000530c000000
romfs/fight/send_comment.rtz,memory_address,0x7824,0x0038293F,0.30,0000294300550cb0fe7f,550c0000000029350055
romfs/fight/send_comment.rtz,memory_address,0x7880,0x01040089,0.30,5562b5a9f08901b5a9f0,565b0118310051070000
romfs/fight/send_comment.rtz,memory_address,0x7888,0x07510031,0.30,a9f089000401565b0118,0000280200555b010a00
romfs/fight/send_comment.rtz,memory_address,0x788C,0x02280000,0.40,0401565b011831005107,00555b010a0028030055
romfs/fight/send_comment.rtz,memory_address,0x7890,0x015B5500,0.40,01183100510700002802,0a002803005516031602
romfs/fight/send_comment.rtz,memory_address,0x7894,0x0328000A,0.30,51070000280200555b01,0055160316023a5f3300
romfs/fight/send_comment.rtz,memory_address,0x7898,0x03165500,0.30,280200555b010a002803,16023a5f330016011831
romfs/fight/send_comment.rtz,memory_address,0x78DC,0x011038DE,0.30,5c183100512d00006274,74de381000000108180d
romfs/fight/send_comment.rtz,memory_address,0x78F8,0x010000AE,0.30,006308fc08ae0108fc08,08180d0051870000630a
romfs/fight/send_comment.rtz,memory_address,0x7914,0x00885100,0.40,0a2873a400000108180d,0063af01d83901af01d8
romfs/fight/send_comment.rtz,memory_address,0x7918,0x01AF6300,0.40,00000108180d00518800,d83901af01d839000301
romfs/fight/send_comment.rtz,memory_address,0x7920,0x0039D801,0.30,88000063af01d83901af,03010f16001601160253
romfs/fight/send_comment.rtz,memory_address,0x7930,0x00865100,0.30,0f16001601160253180d,036282ddb3890182ddb3
romfs/fight/send_comment.rtz,memory_address,0x7950,0x008D5100,0.30,07375f0d001600531845,0118460007375f0d0016
romfs/fight/send_comment.rtz,memory_address,0x7974,0x008D5100,0.30,07375f0d001600531847,0118480007375f0d0016
romfs/fight/send_comment.rtz,memory_address,0x7A40,0x00305053,0.30,06005d5c000900000200,015f1e000a0353090000
romfs/fight/send_comment.rtz,memory_address,0x7A44,0x001E5F01,0.30,00090000020053503000,0a035309000002005312
romfs/fight/send_comment.rtz,memory_address,0x7A88,0x00DF5202,0.30,09068701006011000a00,0152e000005d03005562
romfs/fight/send_comment.rtz,memory_address,0x7AAC,0x01165300,0.30,3d18490007375f120016,53160218490051b10003
romfs/fight/send_comment.rtz,memory_address,0x7AEC,0x00481820,0.30,baa401a422baa4000001,07375f0a001848005101
romfs/fight/send_comment.rtz,memory_address,0x7AF4,0x00481800,0.30,00012018480007375f0a,5101010018370007375f
romfs/fight/send_comment.rtz,memory_address,0x7B20,0x015B0044,0.30,0001015918480007375f,183e00511c0000280000
romfs/fight/send_comment.rtz,memory_address,0x7B30,0x00401800,0.40,00511c00002800005516,0a0203443a5318480051
romfs/fight/send_comment.rtz,memory_address,0x7B3C,0x01035100,0.30,40000a0203443a531848,01160018350018400042
romfs/fight/send_comment.rtz,memory_address,0x7B4C,0x03020A00,0.30,00183500184000421840,44423b53184800510401
romfs/fight/send_comment.rtz,memory_address,0x7B74,0x01F412A4,0.30,00184500519300006221,21a412f40003018e1840
romfs/fight/send_comment.rtz,memory_address,0x7B90,0x001F5100,0.40,0400625b01160053183f,010c0000000053183500
romfs/fight/send_comment.rtz,memory_address,0x7BC0,0x02280200,0.40,0016025318430053500f,0055183f00511d00000c
romfs/fight/send_comment.rtz,memory_address,0x7BC8,0x001D5100,0.40,500f000228020055183f,000c000000003a5f1000
romfs/fight/send_comment.rtz,memory_address,0x7BE8,0x02160000,0.40,00511f0001183f00511d,3b5f0d00160253183f00
romfs/fight/send_comment.rtz,memory_address,0x7C00,0x0116000E,0.30,511f000118370007365f,5352df000152e0000062
romfs/fight/send_comment.rtz,memory_address,0x7C04,0x00DF5253,0.30,18370007365f0e001601,0152e0000062e15e0778
romfs/fight/send_comment.rtz,memory_address,0x7C14,0x0078075E,0.30,e0000062e15e077801e1,000108183f00511d0000
romfs/fight/send_comment.rtz,memory_address,0x7C24,0x012A2D47,0.30,08183f00511d000063f2,f2472d2a000301fc3402
romfs/fight/send_comment.rtz,memory_address,0x7C30,0x015B0234,0.30,2a01f2472d2a000301fc,183f00511c0000280100
romfs/fight/send_comment.rtz,memory_address,0x7C40,0x003E1801,0.30,00511c00002801005516,511c0000375f25011600
romfs/fight/send_comment.rtz,memory_address,0x7C48,0x01255F37,0.30,551601183e00511c0000,16001837000736184900
romfs/fight/send_comment.rtz,memory_address,0x7C68,0x015B002F,0.30,0153183e00511e00015d,183e00511c0000531601
romfs/fight/send_comment.rtz,memory_address,0x7C90,0x001E5100,0.30,0228020055160253183e,015c183c0007375f5f00
romfs/fight/send_comment.rtz,memory_address,0x7CA8,0x015B0045,0.30,1844000c20bcbe4c375f,183e00511c0000184400
romfs/fight/send_comment.rtz,memory_address,0x7CDC,0x001B5953,0.30,00160242530c00000000,03183c00517300015c5d
romfs/fight/send_comment.rtz,memory_address,0x7CE0,0x003C1803,0.30,530c0000000053591b00,517300015c5d1100183d
romfs/fight/send_comment.rtz,memory_address,0x7CE4,0x01007351,0.30,000053591b0003183c00,5c5d1100183d00183e00
romfs/fight/send_comment.rtz,memory_address,0x7D04,0x001C5100,0.30,18450007375f1200183e,005318450051ae000118
romfs/fight/send_comment.rtz,memory_address,0x7D0C,0x00AE5100,0.40,183e00511c0000531845,0118470007375f160018
romfs/fight/send_comment.rtz,memory_address,0x7D10,0x00471801,0.30,1c00005318450051ae00,07375f1600183e00511c
romfs/fight/send_comment.rtz,memory_address,0x7D18,0x003E1800,0.40,ae000118470007375f16,511c0000531840005318
romfs/fight/send_comment.rtz,memory_address,0x7D20,0x00401853,0.30,5f1600183e00511c0000,53184700510001021848
romfs/fight/send_comment.rtz,memory_address,0x7D24,0x00471853,0.30,3e00511c000053184000,5100010218480007375f
romfs/fight/send_comment.rtz,memory_address,0x7D28,0x02010051,0.30,00005318400053184700,18480007375f3d005b01
romfs/fight/send_comment.rtz,memory_address,0x7D30,0x003D5F37,0.30,47005100010218480007,5b01183e00511c000028
romfs/fight/send_comment.rtz,memory_address,0x7D38,0x001C5100,0.30,0007375f3d005b01183e,00280200551602184000
romfs/fight/send_comment.rtz,memory_address,0x7D44,0x020A0040,0.30,1c000028020055160218,03443a53184800510301
romfs/fight/send_comment.rtz,memory_address,0x7D68,0x01045100,0.30,000a020344423b531848,015c5c5b01183f00511d
romfs/fight/send_comment.rtz,memory_address,0x7D70,0x003F1801,0.30,184800510401015c5c5b,511d0000280100551601
romfs/fight/send_comment.rtz,memory_address,0x7D80,0x001D5100,0.40,0000280100551601183e,00375fdf001600183700
romfs/fight/send_comment.rtz,memory_address,0x7DA8,0x003E1801,0.30,3e00511f00015d2f005b,511d0000531601531838
romfs/fight/send_comment.rtz,memory_address,0x7DB8,0x03002450,0.30,00005316015318380053,530a0653501400022802
romfs/fight/send_comment.rtz,memory_address,0x7DE8,0x003E1801,0.30,0c20bcbe4c375f45005b,511d000018440045530a
romfs/fight/send_comment.rtz,memory_address,0x7DF8,0x02001450,0.30,000018440045530a0453,280200555716000c0000
romfs/fight/send_comment.rtz,memory_address,0x7E08,0x003D1853,0.30,00555716000c00000000,511d0000160241530c00
romfs/fight/send_comment.rtz,memory_address,0x7E20,0x00735100,0.40,00000053591b0003183c,015c5d1100183d00183e
romfs/fight/send_comment.rtz,memory_address,0x7E28,0x003D1800,0.30,183c00517300015c5d11,183e0041183c00517300
romfs/fight/send_comment.rtz,memory_address,0x7E58,0x001D5100,0.30,18460007375f1200183e,005318460051af000162
romfs/fight/send_comment.rtz,memory_address,0x7E60,0x00AF5100,0.40,183e00511d0000531846,0162481624b301481624
romfs/fight/send_comment.rtz,memory_address,0x7E94,0x001C5100,0.30,18470007375f1600183e,00531840005318470051
romfs/fight/send_comment.rtz,memory_address,0x7EA0,0x01005100,0.40,1c000053184000531847,0218480007375f3d005b
romfs/fight/send_comment.rtz,memory_address,0x7EB4,0x00280000,0.40,5f3d005b01183e00511c,005516001840000a0203
romfs/fight/send_comment.rtz,memory_address,0x7EB8,0x00165500,0.40,01183e00511c00002800,1840000a0203443a5318
romfs/fight/send_comment.rtz,memory_address,0x7ED0,0x00401800,0.30,48005103010116001835,421840000a020344423b
romfs/fight/send_comment.rtz,memory_address,0x7F08,0x001D5100,0.30,18460007375f1200183e,005318460051af000162
romfs/fight/send_comment.rtz,memory_address,0x7F10,0x00AF5100,0.40,183e00511d0000531846,0162dd6dcdbd01dd6dcd
romfs/fight/send_comment.rtz,memory_address,0x7F24,0x00311801,0.30,01dd6dcdbd000301445b,51070000280000555b01
romfs/fight/send_comment.rtz,memory_address,0x7F84,0x00352900,0.40,0a00293400550c000000,550a00581200220e0055
romfs/fight/send_comment.rtz,memory_address,0x7FFC,0x01000091,0.30,55621915bb91011915bb,08183100516f000062b6
romfs/fight/send_comment.rtz,memory_address,0x8000,0x00311808,0.30,bb91011915bb91000001,516f000062b6ec624301
romfs/fight/send_comment.rtz,memory_address,0x8010,0x01004362,0.30,000062b6ec624301b6ec,011716005f0d00183100
romfs/fight/send_comment.rtz,memory_address,0x8014,0x00161701,0.30,ec624301b6ec62430001,5f0d0018310051630000
romfs/fight/send_comment.rtz,memory_address,0x8024,0x00311800,0.40,00183100516300005d0a,51640000620a8fa79c01
romfs/fight/send_comment.rtz,memory_address,0x8034,0x01009CA7,0.30,0000620a8fa79c010a8f,012516005f1400183300
romfs/fight/send_comment.rtz,memory_address,0x8038,0x00162501,0.30,8fa79c010a8fa79c0001,5f1400183300514c0000
romfs/fight/send_comment.rtz,memory_address,0x8048,0x00615100,0.40,00183300514c00001831,005d1100183300514d00
romfs/fight/send_comment.rtz,memory_address,0x804C,0x00115D00,0.40,514c0000183100516100,183300514d0000183100
romfs/fight/send_comment.rtz,memory_address,0x8060,0x010A309D,0.30,00183100516200006220,209d300a000101251600
romfs/fight/send_comment.rtz,memory_address,0x8070,0x00331800,0.40,300a0001012516005f14,514d0000183100516200
romfs/fight/send_comment.rtz,memory_address,0x8084,0x004C5100,0.40,00516200005d11001833,00183100516100006201
romfs/fight/send_comment.rtz,memory_address,0x8088,0x00311800,0.40,005d1100183300514c00,5161000062012d55ba01
romfs/fight/send_comment.rtz,memory_address,0x8098,0x0100BA55,0.30,000062012d55ba01012d,01140a00530c00000000
romfs/fight/send_comment.rtz,memory_address,0x80AC,0x010A0200,0.40,00000000531832005176,02633b886c5f013b886c
romfs/fight/send_comment.rtz,memory_address,0x80B8,0x005F6C88,0.30,0a0102633b886c5f013b,0101140a01530c000000
romfs/fight/send_comment.rtz,memory_address,0x8104,0x01254D60,0.30,53183100516900016292,92604d25000001131832
romfs/fight/send_comment.rtz,memory_address,0x8124,0x01F3A899,0.30,00500200005df1ff62d5,d599a8f3000001141831
romfs/fight/send_comment.rtz,memory_address,0x8130,0x07003118,0.30,f301d599a8f300000114,365f0b00180d00518500
romfs/fight/send_comment.rtz,memory_address,0x8180,0x006E5100,0.30,0003625c160016011831,0216020a014a375f0f00
romfs/fight/send_comment.rtz,memory_address,0x819C,0x017D4B38,0.30,53183100516b000262fd,fd384b7d000001041833
romfs/fight/send_comment.rtz,memory_address,0x81A4,0x04010000,0.40,62fd384b7d01fd384b7d,183300635d6d7769015d
romfs/fight/send_comment.rtz,memory_address,0x81B4,0x01000069,0.30,00635d6d7769015d6d77,200c00000000530c0000
romfs/fight/send_comment.rtz,memory_address,0x81C4,0x00341853,0.30,00000000530c00000000,530a0003183300515200
romfs/fight/send_comment.rtz,memory_address,0x81C8,0x03000A53,0.30,530c0000000053183400,18330051520004551834
romfs/fight/send_comment.rtz,memory_address,0x8200,0x02165500,0.30,53160153596000032231,53183100516a00015728
romfs/fight/send_comment.rtz,memory_address,0x8250,0x01163536,0.30,aa183100073716000a00,090000020036355f9200
romfs/fight/send_comment.rtz,memory_address,0x825C,0x025B0092,0.30,1601090000020036355f,16021831005167000120
romfs/fight/send_comment.rtz,memory_address,0x8264,0x00675100,0.40,355f92005b0216021831,01200355160351070000
romfs/fight/send_comment.rtz,memory_address,0x826C,0x07510316,0.30,18310051670001200355,00000a04442804005516
romfs/fight/send_comment.rtz,memory_address,0x8270,0x040A0000,0.40,67000120035516035107,442804005516040a0036
romfs/fight/send_comment.rtz,memory_address,0x827C,0x075F3600,0.30,0a04442804005516040a,000a0002635b010a0002
romfs/fight/send_comment.rtz,memory_address,0x8280,0x02000A00,0.30,04005516040a00365f07,635b010a000228050055
romfs/fight/send_comment.rtz,memory_address,0x8288,0x05280200,0.30,5f07000a0002635b010a,00555b010a0028060055
romfs/fight/send_comment.rtz,memory_address,0x828C,0x015B5500,0.30,0002635b010a00022805,0a002806005516061604
romfs/fight/send_comment.rtz,memory_address,0x8294,0x06165500,0.30,280500555b010a002806,16043a5f46005b011603
romfs/fight/send_comment.rtz,memory_address,0x8328,0x010A0100,0.30,9f930001015b160052d0,294a005509ffe0f50529
romfs/fight/send_comment.rtz,memory_address,0x8340,0x004D2900,0.30,4c00550a20295000550a,550a08294f00550a0029
romfs/fight/send_comment.rtz,memory_address,0x834C,0x004B2900,0.30,4d00550a08294f00550a,550a0002294e005510f4
romfs/fight/send_comment.rtz,memory_address,0x8378,0x00895100,0.30,005510fd223b00551916,01556209bdd75f0109bd
romfs/fight/send_comment.rtz,memory_address,0x83BC,0x00F75253,0.30,52d70001550c00000040,010a000263b44a8fe301
romfs/fight/send_comment.rtz,memory_address,0x83C0,0x02000A01,0.30,550c000000405352f700,63b44a8fe301b44a8fe3
romfs/fight/send_comment.rtz,memory_address,0x83D0,0x055BB501,0.30,4a8fe301b44a8fe30008,18310051070000280100
romfs/fight/send_comment.rtz,memory_address,0x83F0,0x003C1855,0.30,00550c00000000280300,07365f1b000c00000000
romfs/fight/send_comment.rtz,memory_address,0x83FC,0x04280000,0.50,3c0007365f1b000c0000,00550a00535034000103
romfs/fight/send_comment.rtz,memory_address,0x8404,0x00345053,0.30,00000000280400550a00,0103280500555d26005b
romfs/fight/send_comment.rtz,memory_address,0x841C,0x00411806,0.30,0152de00002806005516,42280400551606184000
romfs/fight/send_comment.rtz,memory_address,0x8454,0x07165302,0.30,064d510c000020075516,518d000116031607519b
romfs/fight/send_comment.rtz,memory_address,0x8458,0x01008D51,0.30,00002007551602531607,16031607519b00005118
romfs/fight/send_comment.rtz,memory_address,0x845C,0x07160316,0.30,551602531607518d0001,519b0000511800002a55
romfs/fight/send_comment.rtz,memory_address,0x8468,0x0316552A,0.30,1607519b000051180000,1604391603160538355f
