pointer_offsets;pointer_value;separators;extract
0xD70798;0x009BCBDC;00 00;@42†ＭＢ†@40†You can sing with your sister! 私､To Top†Happy!†@41†Home               
0xD6B790;0x009BCC80;00 00;@42†EB10 SONGS†@40†Home! Good things to take a walk†Home!†@41†Home                 
0xD59A2C;0x009BCD28;00 00 00 00;@42†ＢＴ１３絶禍繚乱†@40†Home､Before looking up the starry sky､Home†I have decided!†@41†Home                        
0xD60774;0x009BCE04;00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Close､Close～Close!†@41†Home                 
0xD5B154;0x009BCE84;00 00;@42†ＢＴ１４光輝迅雷†@40†Come! 臨時ぼーナスッ!†@41†Home                               
0xD4649C;0x009BCF14;00 00 00 00;@42†TD16 BLUE FLAME†@40†Home､Close!†@41†Home                
0xD62480;0x009BCF90;00 00 00 00;@42†Ｇ-ＢＴ０２風華天翔†@40†One Cup Service! HOME｡†@41†Home                    
0xD5064C;0x009BD020;00 00;@42†ＢＴ０７獣王爆進†@40†cute｡†@41†Home                              
0xD66310;0x009BD09C;00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†She､Don’t neglect yourself｡†@41†Home                            
0xD6EAF4;0x009BD144;00 00;@42†Ｇ-CMB01 LEADS AND ROOTS†@40†Listen to the sounds of Hayabusa｡†@41†Home               
0xD67148;0x009BD1F8;00 00;@42†EB02 FEAST OF KAHIME†@40†Because it is happy just to sing｡Legend†The beginning｡†@41†Home         
0xD546E4;0x009BD2C4;00 00;@42†ＢＴ１０騎士王凱旋†@40†The beginning of the arrow､Close､Go to Galaxy† ｡†@41†Home                                      
0xD6DD58;0x009BD3A8;00 00 00 00;@42†Ｇ-CB01 KAHIME'S SCHOOL†@40†The legendary song started from the challenge song†んだ｡†@41†Home      
0xD6731C;0x009BD474;00 00 00 00;@42†EB02 FEAST OF KAHIME†@40†First View､I want to support her with full power†Home｡†@41†Home            
0xD5C46C;0x009BD548;00 00 00 00;@42†ＢＴ１５無限転生†@40†Help｡Home､Close†That's why｡†@41†Home               
0xD67078;0x009BD5D4;00 00 00 00;@42†EB02 FEAST OF KAHIME†@40†Always､Contact Us｡Any time､笑顔†Home｡†@41†Home                 
0xD6B9CC;0x009BD68C;00 00 00 00;@42†EB10 SONGS†@40†Girl's Sword? Comment､Smile†Close｡†@41†Home                                    
0xD57AB0;0x009BD754;00 00;@42†ＢＴ１２黒輪縛鎖†@40†Shooting Power､Iron｡ † ｡†@41†Home                               
0xD54A58;0x009BD7F8;00 00 00 00;@42†ＢＴ１０騎士王凱旋†@40†First for friends｡Next†For snacks｡†@41†Home                         
0xD6B998;0x009BD8A8;00 00 00 00;@42†EB10 SONGS†@40†Ribbon､Contact Us､girl†Armor｡†@41†Home                                               
0xD47F38;0x009BD97C;00 00;@42†Ｇ-TD05HOTEL STAR RESCUE DRAGON†@40†Ultra-のmetrical algebra is a super-のmetric conversion generator†to meet the｡†@41†Home
0xD734E4;0x009BDA74;00 00;@42†ＰＲ†@40†潮騒､Menu､laughter｡World Songs† ｡†@41†Home                                      
0xD53AB4;0x009BDB28;00 00;@42†ＢＴ０９竜騎激突†@40†All Kimi､Read｡†@41†Home                         
0xD66EA4;0x009BDBAC;00 00;@42†EB02 FEAST OF KAHIME†@40†Because it is happy just to sing｡She now transmitted†Be a theory｡†@41†Home    
0xD6B7C4;0x009BDC84;00 00;@42†EB10 SONGS†@40†Are you walking together? Contact Us†Home♪†@41†Home                             
0xD65B68;0x009BDD4C;00 00 00 00;Witch Home                      
0xD65E74;0x009BDD90;00 00 00 00;Witch Home                      
0xD71DF0,0xD74420;0x009BDDD4;00 00 00 00;@42†ＰＲ†@40††@41†    
0xD6F584;0x009BDE00;00 00;@42†FC02 FIGHTERS COLLECTION†2014†@40†Contact Us､Inside the hand!†@41† 
0xD5370C;0x009BDE90;00 00;@42†ＢＴ０９竜騎激突†@40†ね､Grow me､Recent Posts†Thank you!†@41†                                              
0xD56528;0x009BDF5C;00 00;@42†ＢＴ１１封竜解放†@40†無礼者! This is a temporary figure when sealed､† !†@41†                                                  
0xD623B0;0x009BE04C;00 00 00 00;@42†Ｇ-ＢＴ０２風華天翔†@40†Graffiti! Graffiti Art!†@41†                                             
0xD71D54;0x009BE108;00 00;@42†ＰＲ†@40†  is a warrior! Contact Us､Home†ケ!†@41†                         
0xD59A60;0x009BE1A0;00 00;@42†ＢＴ１３絶禍繚乱†@40†It was very good!†@41†            
0xD56250;0x009BE208;00 00 00 00;@42†ＢＴ１１封竜解放†@40†Let’s go straight away!†@41†                                 
0xD5A4BC;0x009BE2A8;00 00;@42†ＢＴ１４光輝迅雷†@40†Kumamoto Prefecture､Favorites† !†@41†                                           
0xD4F1FC;0x009BE36C;00 00 00 00;@42†ＢＴ０６極限突破†@40†All treasures! Cap†Because it is Ten!†@41†                             
0xD61F6C;0x009BE420;00 00;@42†Ｇ-ＢＴ０２風華天翔†@40†Home! Home!†@41†                      
0xD56590;0x009BE494;00 00 00 00;@42†ＢＴ１１封竜解放†@40†  is a warrior! 「Home」Home†Comment!†@41†                           
0xD4F6A8;0x009BE540;00 00 00 00;@42†ＢＴ０６極限突破†@40† ｡This win､Close† !†@41†                                         
0xD607A8;0x009BE5E8;00 00 00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Home､Let's enjoy!†@41†                       
0xD61884;0x009BE66C;00 00 00 00;@42†Ｇ-ＢＴ０２風華天翔†@40†Comment! Contact Us!†@41†                  
0xD6C698;0x009BE6EC;00 00;@42†EB11EVENING DARK SOUL SONG†@40†My friend｡If you have any problems†Help!†@41†                                       
0xD58234;0x009BE7DC;00 00 00 00;@42†ＢＴ１２黒輪縛鎖†@40†Home､Home､Home† !†@41†                   
0xD6C04C;0x009BE854;00 00 00 00;@42†EB11EVENING DARK SOUL SONG†@40†Home､5 pieces! Close､†What is happening?†@41†              
0xD54A24;0x009BE914;00 00;@42†ＢＴ１０騎士王凱旋†@40†2 meanings､Close?†@41†                           
0xD64E24;0x009BE99C;00 00 00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†Not an instruction｡「Home」Emotion｡†@41†                             
0xD4FFCC;0x009BEA4C;00 00 00 00;@42†ＢＴ０７獣王爆進†@40†First､Pisting､一人前｡†@41†                                  
0xD65164;0x009BEAE4;00 00 00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†Beasting Beauty､Cold sedimentation of the third｡†@41†                                    
0xD65DC8;0x009BEBC0;00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†Beasting Beauty､Heart-friendly first枷｡†@41†                                             
0xD65CC4;0x009BEC98;00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†Beasting Beauty､2nd 枷｡†@41†                                                               
0xD47308;0x009BED74;00 00;@42†Ｇ-TD03 PURE TRUE FLOWER 女EN†@40†春｡It is､Otome season｡†@41†                       
0xD62D08;0x009BEE20;00 00;@42†MBT01 NEON MESIA†@40†Home､Passion for boys｡†@41†                           
0xD5E7F8;0x009BEEC0;00 00;@42†ＢＴ１７煉獄焔舞†@40†Highdog doesn’t know how to see people｡†@41†        
0xD605A0;0x009BEF4C;00 00;@42†Ｇ-ＢＴ０１時空超越†@40†gun､Flowers､How to choose someone you like｡†@41†                                  
0xD460C0;0x009BF018;00 00;@42†TD15 FRIENDSHIP BRAWLER†@40†Contact Us､Start Brawl｡†@41†               
0xD63A70;0x009BF0B0;00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†Cold and dark vacuum､White small flowers bloom†Close｡†@41†                                  
0xD6DC54;0x009BF190;00 00 00 00;@42†Ｇ-CB01 KAHIME'S SCHOOL†@40† ､You will be able to reach the future｡†@41†           
0xD56B40;0x009BF240;00 00 00 00;@42†ＢＴ１１封竜解放†@40†Other……Given､Team† ｡†@41†                                                            
0xD4FEFC;0x009BF310;00 00;@42†ＢＴ０７獣王爆進†@40†True  ､Use any †Home｡†@41†                                                    
0xD5ABA4;0x009BF3D0;00 00;@42†ＢＴ１４光輝迅雷†@40†If you are a woman､I support†It is a feather｡†@41†                                          
0xD50410;0x009BF4AC;00 00 00 00;@42†ＢＴ０７獣王爆進†@40†Easy to use when folded……Knights† ｡†@41†                                           
0xD5F2F0;0x009BF578;00 00;@42†ＢＴ１７煉獄焔舞†@40†I'm sure you can do it｡†@41†                        
0xD5D034;0x009BF604;00 00 00 00;@42†ＢＴ１６竜剣双闘†@40†Faster than anyone､Before｡†@41†                                  
0xD659B8;0x009BF6AC;00 00 00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†When､To become the light of the sufferer｡†@41†               
0xD68B48;0x009BF750;00 00;@42†EB05GOD'S WAR MAIDEN†@40†Small､Because it is a real thing｡†@41†          
0xD5725C;0x009BF7EC;00 00;@42†ＢＴ１２黒輪縛鎖†@40†It’s amazing､This is a magic basket｡†@41†               
0xD64124;0x009BF880;00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†Always｡More｡†@41†                       
0xD6CC48;0x009BF8F8;00 00 00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†Contact Us､God's important work†Close｡†@41†                         
0xD6AAF8;0x009BF9C8;00 00 00 00;@42†EB09 DRAGON GOD OF世†@40†There is no one who in ts the  's veil｡Close† ｡†@41†              
0xD547E8;0x009BFA88;00 00;@42†ＢＴ１０騎士王凱旋†@40†ish､Dragon Boy､Home† ｡†@41†                                              
0xD5B90C;0x009BFB40;00 00;@42†ＢＴ１５無限転生†@40†Only those who follow the rabbit､Qualification to obtain a rabbit†Home｡†@41†        
0xD5E790;0x009BFC0C;00 00;@42†ＢＴ１７煉獄焔舞†@40†Angel､He is the embodiment of the Holy Law｡†@41†                            
0xD5B7A0;0x009BFCC8;00 00;@42†ＢＴ１５無限転生†@40†When the storm gathers､Invasive sanctuary†Home｡†@41†                                              
0xD4A8EC;0x009BFDB0;00 00;イン     
0xD670E0;0x009BFDC0;00 00;@42†EB02 FEAST OF KAHIME†@40†There is a magical water｡I can't escape､† ｡†@41†Naomi Inoue                     
0xD67420;0x009BFE9C;00 00 00 00;@42†EB02 FEAST OF KAHIME†@40†Close! It is a nice morning today｡†@41†Naomi Inoue       
0xD70B84;0x009BFF4C;00 00 00 00;Close
0xD68BF4,0xD69BCC;0x009BFF58;00 00 00 00;Battle Sister Close
0xD59B30;0x009BFF74;00 00;@42†ＢＴ１３絶禍繚乱†@40†最･凶･獣･神! Ethics･Buster †“Я”!†@41†汐山このむ                                            
0xB952F4,0xD4545C;0x009C003C;00 00 00 00;@42†TD12 SUPER-DIMENSIONALの†@40†For Justice､For peace､LEARN MORE†そう!†@41†汐山このむ                      
0xD71944;0x009C0108;00 00 00 00;@42†ＰＲ†@40†Sword､Not for you｡†For Justice!†@41†汐山このむ                    
0xD58678;0x009C019C;00 00;@42†ＢＴ１３絶禍繚乱†@40†Close……More!†@41†汐山このむ                                  
0xD460F4;0x009C0230;00 00;@42†TD15 FRIENDSHIP BRAWLER†@40†Comment!†@41†汐山このむ       
0xD5E110;0x009C02A4;00 00;@42†ＢＴ１６竜剣双闘†@40†Rock On! シュート! アル†Home･Megaアare!†@41†汐山このむ          
0xD5E144;0x009C0330;00 00;@42†ＢＴ１６竜剣双闘†@40†同期完了! シュート! ッ†ト･Dualアare!†@41†汐山このむ                               
0xD71E8C;0x009C03D8;00 00 00 00;@42†ＰＲ†@40†喰らうがいい! ジ･Spark!†@41†汐山このむ         
0xD6EB5C;0x009C0438;00 00 00 00;@42†Ｇ-CMB01 LEADS AND ROOTS†@40†Home､Go!†@41†汐山このむ                              
0xD59AFC;0x009C04DC;00 00 00 00;@42†ＢＴ１３絶禍繚乱†@40†最･強･獣･神! Ethics･Buster･†ストリーム!†@41†汐山このむ                                     
0xD72A20;0x009C059C;00 00;@42†ＰＲ†@40†勇者よ､Let's go to the universe! 発進! Go†EAGLE!†@41†汐山このむ               
0xD541D0;0x009C063C;00 00;@42†ＢＴ１０騎士王凱旋†@40†Strong and weak メe｡About Us､†It would be a simple ration?†@41†汐山このむ              
0xD50B94;0x009C0704;00 00 00 00;@42†ＢＴ０７獣王爆進†@40† ､Day and Night､Home†When the world meets｡†@41†汐山このむ                                                 
0xD57B80;0x009C07F4;00 00 00 00;@42†ＢＴ１２黒輪縛鎖†@40†It is､Wolf to kill God｡†@41†汐山このむ                              
0xD73310;0x009C0898;00 00;@42†ＰＲ†@40†Spider est､Do not discriminate the general and soldier｡†@41†汐山このむ
0xD6A23C;0x009C0930;00 00 00 00;@42†EB08 GALAXY FIGHTER†@40†Even if defeated｡Close to Budo†Close｡†@41†汐山このむ                     
0xD60CBC;0x009C09F4;00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Beast God､No limits｡†@41†汐山このむ                            
0xD60260;0x009C0A90;00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Raは Battle Don’t End｡†@41†汐山このむ                         
0xD5E8C8;0x009C0B28;00 00 00 00;@42†ＢＴ１７煉獄焔舞†@40†Ancient Dragon､Weak meat strong food†Close｡†@41†汐山このむ                                
0xD71F5C;0x009C0BF8;00 00 00 00;@42†ＰＲ†@40†Always fast､Close､Quiet｡Sky Night†Break the battlefield｡†@41†汐山このむ                         
0xD65610;0x009C0CC8;00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†Like mosquitoes､Scorpio† ｡†@41†汐山このむ                                          
0xD6CCE4;0x009C0D8C;00 00 00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†They､If it is a standby state, it fulfills the duties｡†@41†汐山このむ
0xD6F210;0x009C0E54;00 00;@42†FC02 FIGHTERS COLLECTION†2014†@40†Depressed long history､Polishing Dragon Power† ｡†@41†汐山このむ                   
0xD5CC58;0x009C0F3C;00 00;@42†ＢＴ１６竜剣双闘†@40†Rイザー finally“完全”More､“究†極”Home｡†@41†汐山このむ                                               
0xD5C87C;0x009C1010;00 00 00 00;@42†ＢＴ１５無限転生†@40†stinging ､Grilled｡†@41†汐山このむ                   
0xD655DC;0x009C1094;00 00 00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†Not remodeling｡Version Up｡†@41†汐山このむ             
0xD58644;0x009C1120;00 00 00 00;@42†ＢＴ１３絶禍繚乱†@40†Easy｡Who is stronger†Home｡†@41†汐山このむ                                               
0xD43D9C;0x009C11EC;00 00;@42†TD05 SILVER WOLF CLAW SHOOTER†@40†Hearing and Enduring､White Silver Witch†Blessing｡†@41†汐山このむ                                        
0xD61F04;0x009C1300;00 00 00 00;@42†Ｇ-ＢＴ０２風華天翔†@40†Gear ホースs run through time and space† ｡†@41†汐山このむ                      
0xD54E68;0x009C13B8;00 00;@42†ＢＴ１０騎士王凱旋†@40†Sensing the heat source to move｡More† ｡†@41†汐山このむ                            
0xD6A0D0;0x009C1478;00 00;@42†EB08 GALAXY FIGHTER†@40†He is so strong､The name of God† ｡†@41†汐山このむ                                     
0xD5D138;0x009C1554;00 00;@42†ＢＴ１６竜剣双闘†@40†When they paired the tag､Audience“究†極”Know the meaning｡†@41†汐山このむ                                             
0xD524F8;0x009C1654;00 00;@42†ＢＴ０８蒼嵐艦隊†@40†Battleship､Best intelligence and pride†Home｡†@41†汐山このむ                                        
0xD73344;0x009C1734;00 00 00 00;@42†ＰＲ†@40†Poison Needle､Save when｡†@41†汐山このむ                   
0xD71C50;0x009C17B8;00 00;@42†ＰＲ†@40†Shield Night､Magic shield†Contact Us｡†@41†汐山このむ               
0xD5E930;0x009C184C;00 00;@42†ＢＴ１７煉獄焔舞†@40†Ancient Dragon､Transcend history｡†@41†汐山このむ                     
0xD44074;0x009C18F0;00 00;@42†TD06 LIGHTNING DRAGON RING†@40†To rebirth to a  ｡Warrior†Seeking the Land of War｡†@41†汐山このむ                      
0xD54CC8;0x009C19DC;00 00;@42†ＢＴ１０騎士王凱旋†@40†Business in the building､Uninterrupted†Home｡†@41†汐山このむ                         
0xD55B9C;0x009C1AA0;00 00 00 00;@42†ＢＴ１１封竜解放†@40†Eyes､The most dangerous battlefield｡†@41†汐山このむ                             
0xD55688;0x009C1B5C;00 00;@42†ＢＴ１０騎士王凱旋†@40†In front of true strong､All rations powder†Crushed｡†@41†汐山このむ                              
0xD5AAD4;0x009C1C38;00 00 00 00;@42†ＢＴ１４光輝迅雷†@40†Coleha Emergency Women's｡Claim Ha  2d†ウ｡†@41†汐山このむ                         
0xD5364C;0x009C1CF4;00 00 00 00;Battle Sister くりーむ
0xD7817C,0xD9B1D4;0x009C1D10;00 00 00 00;Home
0xD6B1E0;0x009C1D1C;00 00 00 00;@42†EB10 SONGS†@40†超･私･The beginning of the legend～!†@41†Home                       
0xD6B214;0x009C1DC8;00 00 00 00;@42†EB10 SONGS†@40†超･私･On-stage､The Legend Ends† !†@41†Home                                                 
0xD6B41C;0x009C1EA4;00 00 00 00;@42†EB10 SONGS†@40†Close! Great success!†@41†Home                   
0xD6B3E8;0x009C1F30;00 00;@42†EB10 SONGS†@40†Close! かな? かな?†@41†Home                     
0xD67114;0x009C1FB0;00 00 00 00;@42†EB02 FEAST OF KAHIME†@40†Know the height of the top､The girl is far†Seeing High｡†@41†Home                               
0xD6DE90;0x009C20AC;00 00;@42†Ｇ-CB01 KAHIME'S SCHOOL†@40†全力全開､She is always top† ア｡†@41†Home                   
0xD6DFC8;0x009C2158;00 00;@42†Ｇ-CB01 KAHIME'S SCHOOL†@40†全力全開､She always full slot†ル｡†@41†Home                 
0xD7014C;0x009C2204;00 00 00 00;@42†ＫＡＤ２†@40††@41†Home
0xD70E4C;0x009C2230;00 00 00 00;@42†ＰＲ†@40†Beautiful in the evening｡Moonlight､Home†Home…†@41†Home       
0xD53398;0x009C22C4;00 00;@42†ＢＴ０９竜騎激突†@40†Look? Cute tearing you†Daughters?†@41†Home                                
0xD735B4;0x009C237C;00 00;@42†ＰＲ†@40†How to read｡This is､†E  treasures｡†@41†Home                                 
0xD709A0;0x009C242C;00 00;@42†ＰＲ†@40†Light､Darker｡†@41†Home                    
0xD69980;0x009C2498;00 00;@42†EB07 MYSTERIOUS PROPHET†@40†Moon shines in the evening､How to go to people†Close｡†@41†Home                         
0xD54954;0x009C2588;00 00;@42†ＢＴ１０騎士王凱旋†@40†Home……Your sword､Elegant†Home｡†@41†Home                              
0xD69918;0x009C2638;00 00;@42†EB07 MYSTERIOUS PROPHET†@40†Close､Pain､I'm sorry｡†@41†Home                     
0xD65C28;0x009C26E0;00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†The lack of sleep is the enemy of beauty｡†@41†Home          
0xD706FC;0x009C2780;00 00 00 00;@42†ＭＢ†@40†引退? 楽隠居? If you have any requests†Contact Us｡†@41†Home                 
0xD582AC;0x009C2828;00 00;Silver操 Operated Doll            
0xD55314;0x009C286C;00 00 00 00;@42†ＢＴ１０騎士王凱旋†@40†Nova Grapple､2.5 count† !†@41†鷲尾直広                        
0xD4DFE8;0x009C2908;00 00;@42†ＢＴ０５双剣覚醒†@40†Super-dimensional makeup!  DY!†@41†鷲尾直広           
0xD4552C;0x009C2990;00 00 00 00;@42†TD12 SUPER-DIMENSIONALの†@40†緊急事態発生! Super-dimensional makeup!†@41†鷲尾直広                    
0xD54E00;0x009C2A50;00 00 00 00;@42†ＢＴ１０騎士王凱旋†@40† あの､Be surprised and bite? Child†……｡†@41†鷲尾直広                   
0xD45970;0x009C2AF8;00 00;@42†TD13GOD'S HANDBOOK†@40†My husband loves the most｡Sleeping†Same as｡†@41†鷲尾直広                                      
0xD442B0;0x009C2BE4;00 00 00 00;@42†TD07†@40†Contact Us､The tide is filled｡†@41†鷲尾直広                
0xD685DC,0xD68CF8;0x009C2C70;00 00 00 00;Battle Sister Home
0xD60548;0x009C2C90;00 00 00 00;Battle Sister  
0xD5AB08;0x009C2CB0;00 00;@42†ＢＴ１４光輝迅雷†@40†Just pull the war priestess､The bow is the God of the eruption†Home｡†@41†           
0xD63CE0;0x009C2D7C;00 00 00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†Dragon Knight､Easy to stop!†@41†Home                         
0xD70938;0x009C2E20;00 00 00 00;@42†ＭＢ†@40†I finally found it……｡†@41†Home
0xD6FC6C;0x009C2E68;00 00 00 00;@42†Ｇ-FC01 FIGHTERS COLLECTION†2015†@40†The Knight操ing the Dragon､slaughter two enemies with one blade†Comment｡†@41†Home
0xD6FDA4;0x009C2F48;00 00;@42†Ｇ-FC01 FIGHTERS COLLECTION†2015†@40†She is not a good child｡Hate†Not bad｡†@41†Home                     
0xD472D4;0x009C3020;00 00;@42†Ｇ-TD03 PURE TRUE FLOWER 女EN†@40†Only ectar､Turn to the enemy｡†@41†Home     
0xD466D8;0x009C30C0;00 00 00 00;@42†TD17 DETERの CURSE DRAGON†@40†April? Home､Starlighted Stone† ｡†@41†Home                                                          
0xD643C8;0x009C31CC;00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†More､Fear nails｡†@41†Home                           
0xD47544;0x009C325C;00 00;@42†Ｇ-TD04 SEA GOD BLUE COWGIRL†@40†Battlefield､There is a song of the battlefield｡†@41†Home
0xD60468;0x009C330C;00 00 00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Hard､heavy｡Shield is a powerful weapon｡†@41†Home                                 
0xD62210;0x009C33D8;00 00;@42†Ｇ-ＢＴ０２風華天翔†@40†When､ ｡His thoughts form｡†@41†Home                          
0xD6070C;0x009C3478;00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Real Pro､Shows where you need it｡†@41†Home                                  
0xD70A70;0x009C3538;00 00 00 00;@42†ＰＲ†@40†The sanctuary is close to meet them､More†Up close｡†@41†守                               
0xD6AAC4;0x009C3600;00 00 00 00;@42†EB09 DRAGON GOD OF世†@40†When approaching the lava､Battlefield†Home｡†@41†守                     
0xD70A3C;0x009C36C8;00 00;@42†ＰＲ†@40†The   that fountains flame､Hard scale to withstand the flame†Also have｡†@41†守           
0xD489D8,0xD686E0;0x009C3790;00 00 00 00;Battle Sister Home
0xD4B9FC,0xD68A88;0x009C37AC;00 00;Battle Sister Close
0xD719AC;0x009C37C4;00 00 00 00;@42†ＰＲ†@40†Not here!†@41†えびら      
0xD5C744;0x009C380C;00 00;@42†ＢＴ１５無限転生†@40†Curry! The secret of strength†Comment!†@41†えびら                      
0xD606A4;0x009C38B8;00 00 00 00;@42†Ｇ-ＢＴ０１時空超越†@40†扇げば尊し､Home!†@41†えびら                                
0xD571C0;0x009C3948;00 00 00 00;@42†ＢＴ１２黒輪縛鎖†@40†言祝ぎ讃えよ! Five elements†The King of the Spirit!†@41†えびら                                              
0xD44BA0;0x009C3A34;00 00 00 00;@42†TD09 IMPERIAL KILLER†@40†Your arm､を? Dream†Home?†@41†えびら                                                
0xD52594;0x009C3B10;00 00;@42†ＢＴ０８蒼嵐艦隊†@40†Seven Star Sword､Try it?†@41†えびら                                    
0xD47168;0x009C3BBC;00 00 00 00;@42†Ｇ-TD03 PURE TRUE FLOWER 女EN†@40†their prayers､The future of children smile｡†@41†えびら                   
0xD5AA38;0x009C3C94;00 00;@42†ＢＴ１４光輝迅雷†@40†Home､Relaxing and reading†None｡†@41†えびら                       
0xD44A9C;0x009C3D34;00 00;@42†TD09 IMPERIAL KILLER†@40† ……You are here†Close｡†@41†えびら                                      
0xD71770;0x009C3DF8;00 00;@42†ＰＲ†@40†When he runs on the stage､The World†See the scenery inside｡†@41†えびら                                         
0xD637CC;0x009C3EE8;00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†Sun､Darkness†Home｡†@41†えびら                                      
0xD56014;0x009C3F90;00 00;@42†ＢＴ１１封竜解放†@40†Hands use for treatment｡Bad foot kick†Close｡†@41†えびら                              
0xD5F45C;0x009C4058;00 00 00 00;@42†ＢＴ１７煉獄焔舞†@40†This star seems to be the foundation of life｡†@41†えびら      
0xD59038;0x009C40F4;00 00 00 00;@42†ＢＴ１３絶禍繚乱†@40†Darkness､Moving the history from the back†They､The black dow of lacquer……Close†Contact Us｡†@41†えびら                                     
0xD6F174;0x009C4228;00 00 00 00;@42†FC02 FIGHTERS COLLECTION†2014†@40†If you don't receive one sword､Two swords†Close｡†@41†えびら              
0xD4E90C;0x009C4304;00 00 00 00;@42†ＢＴ０６極限突破†@40†Bad､Loss ､Good girl†Close｡†@41†えびら                                             
0xD64C84;0x009C43C8;00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†The sun always rises｡More｡†@41†えびら                                
0xD58130;0x009C4474;00 00;@42†ＢＴ１２黒輪縛鎖†@40†Get ready､Dream time†Comment｡†@41†えびら                             
0xD525FC;0x009C451C;00 00 00 00;@42†ＢＴ０８蒼嵐艦隊†@40†Teaching the name of Anta｡Tomb†Close｡†@41†えびら                            
0xD5AFE8;0x009C45D4;00 00 00 00;@42†ＢＴ１４光輝迅雷†@40†Tone､っ!†@41†Home                                             
0xD5EA9C;0x009C4674;00 00;@42†ＢＴ１７煉獄焔舞†@40†Before meeting､Enemy to fill the sea†Close!†@41†Home                                                
0xD6C6CC;0x009C4760;00 00;@42†EB11EVENING DARK SOUL SONG†@40†大丈夫､「現実」Comment｡「幻」Comment†Comment!†@41†Home                        
0xD5D4AC;0x009C4830;00 00 00 00;@42†ＢＴ１６竜剣双闘†@40†Read the wind､Comment､ ､Home､† !†@41†Home                  
0xD44B04;0x009C48CC;00 00 00 00;@42†TD09 IMPERIAL KILLER†@40†Koitsu is Omaque｡Lost､Fish!†@41†Home             
0xD555EC;0x009C496C;00 00;@42†ＢＴ１０騎士王凱旋†@40†Leave､悪しき者よ!†@41†Home                                        
0xD5FA0C;0x009C4A0C;00 00;@42†ＢＴ１７煉獄焔舞†@40†Contact Us､Night?†@41†Home                          
0xD57FF8;0x009C4A98;00 00;@42†ＢＴ１２黒輪縛鎖†@40†Thank you for your understanding､Order† ?†@41†Home                
0xD6C5FC;0x009C4B40;00 00 00 00;@42†EB11EVENING DARK SOUL SONG†@40†You believe……｢本物」Home†I think?†@41†Home                            
0xD57124;0x009C4C10;00 00 00 00;@42†ＢＴ１２黒輪縛鎖†@40† 一､Basho fans､Close†Close?†@41†Home                                                        
0xD69D5C;0x009C4CEC;00 00 00 00;@42†EB07 MYSTERIOUS PROPHET†@40†My sleep should not be disturbed､Home?†@41†Home
0xD69674;0x009C4D8C;00 00;@42†EB07 MYSTERIOUS PROPHET†@40†Home､sleeping､Contact Us† ?†@41†Home             
0xD6C0E8;0x009C4E30;00 00;@42†EB11EVENING DARK SOUL SONG†@40†What you see､Real Reality? †or……｡†@41†Home                    
0xD54134;0x009C4EF4;00 00;@42†ＢＴ１０騎士王凱旋†@40†She Rock Princess｡Forever peace†Goddess｡†@41†Home                                                      
0xD5A488;0x009C4FE8;00 00 00 00;@42†ＢＴ１４光輝迅雷†@40†Home､Let's give a special shot｡†@41†Home                         
0xD5D444;0x009C5090;00 00;@42†ＢＴ１６竜剣双闘†@40†Read the wind､The arrow always penetrates the enemy｡†@41†Home                           
0xD55FE0;0x009C5164;00 00;@42†ＢＴ１１封竜解放†@40†Small 紋s､Let's cover gently†Close｡†@41†Home                                           
0xD46DC0;0x009C5234;00 00;@42†Ｇ-TD02 HOLY SWORD†@40†ten｡Home､Always rolling｡†@41†Home                                              
0xD5E68C;0x009C5308;00 00 00 00;@42†ＢＴ１７煉獄焔舞†@40†Good night｡Have a nice meeting†Home｡†@41†Home                  
0xD60024;0x009C53AC;00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Home｡The best opportunity is only once｡†@41†Home                        
0xD5961C;0x009C5464;00 00;@42†ＢＴ１３絶禍繚乱†@40†You are a prisoner｡I have decided my punishment†I think｡†@41†Home                           
0xD6F480;0x009C5540;00 00 00 00;@42†FC02 FIGHTERS COLLECTION†2014†@40†Your Life､Very beautiful｡Like､Water drop†Like snow｡†@41†Home          
